Review,Suicide,text_clean,text_casefoldingText,text_slangwords,text_tokenizingText,text_stopword,text_akhir,text_stemming,Skor,Sentimen,Label
Ketika anjingku akhirnya mati... hidupku akan benar-benar terpuruk....... itulah hidupku.DIA hidupku.,Potential Suicide post ,Ketika anjingku akhirnya mati hidupku akan benar benar terpuruk itulah hidupku DIA hidupku,ketika anjingku akhirnya mati hidupku akan benar benar terpuruk itulah hidupku dia hidupku,ketika anjingku akhirnya mati hidupku akan benar benar terpuruk itulah hidupku dia hidupku,"['ketika', 'anjingku', 'akhirnya', 'mati', 'hidupku', 'akan', 'benar', 'benar', 'terpuruk', 'itulah', 'hidupku', 'dia', 'hidupku']","['anjingku', 'mati', 'hidupku', 'terpuruk', 'hidupku', 'hidupku']",anjingku mati hidupku terpuruk hidupku hidupku,anjing mati hidup puruk hidup hidup,-21.0,negatif,0
baru saja menonton malam kuis chris moyles dari tadi malam!Alan Carr terlalu lucu!dia yang terbaik,Not Suicide post,baru saja menonton malam kuis chris moyles dari tadi malam Alan Carr terlalu lucu dia yang terbaik,baru saja menonton malam kuis chris moyles dari tadi malam alan carr terlalu lucu dia yang terbaik,baru saja menonton malam kuis chris moyles dari tadi malam alan carr terlalu lucu dia yang terbaik,"['baru', 'saja', 'menonton', 'malam', 'kuis', 'chris', 'moyles', 'dari', 'tadi', 'malam', 'alan', 'carr', 'terlalu', 'lucu', 'dia', 'yang', 'terbaik']","['menonton', 'malam', 'kuis', 'chris', 'moyles', 'malam', 'alan', 'carr', 'lucu', 'terbaik']",menonton malam kuis chris moyles malam alan carr lucu terbaik,tonton malam kuis chris moyles malam alan carr lucu baik,-5.0,negatif,0
@rustyrockets kamu adalah bagian besar dari pelangi..bersinar besar bersinar terang dan sampai jumpa di luar sana Teman berkilau selamanya,Not Suicide post,kamu adalah bagian besar dari pelangi bersinar besar bersinar terang dan sampai jumpa di luar sana Teman berkilau selamanya,kamu adalah bagian besar dari pelangi bersinar besar bersinar terang dan sampai jumpa di luar sana teman berkilau selamanya,kamu adalah bagian besar dari pelangi bersinar besar bersinar terang dan sampai jumpa di luar sana teman berkilau selamanya,"['kamu', 'adalah', 'bagian', 'besar', 'dari', 'pelangi', 'bersinar', 'besar', 'bersinar', 'terang', 'dan', 'sampai', 'jumpa', 'di', 'luar', 'sana', 'teman', 'berkilau', 'selamanya']","['pelangi', 'bersinar', 'bersinar', 'terang', 'jumpa', 'teman', 'berkilau']",pelangi bersinar bersinar terang jumpa teman berkilau,pelangi sinar sinar terang jumpa teman kilau,1.0,positif,1
@danielledeleasa sudah potong rambut?itu terlihat sangat bagus,Not Suicide post,sudah potong rambut itu terlihat sangat bagus,sudah potong rambut itu terlihat sangat bagus,sudah potong rambut itu terlihat sangat bagus,"['sudah', 'potong', 'rambut', 'itu', 'terlihat', 'sangat', 'bagus']","['potong', 'rambut', 'bagus']",potong rambut bagus,potong rambut bagus,0.0,negatif,0
"Pada akhirnya, aku berada pada titik ini dalam hidupku di mana aku BENAR-BENAR TIDAK MEMBERI!Jadi jika saya peduli tentang Andaâ¦ https://t.co/KOngVi6Kgd",Potential Suicide post ,Pada akhirnya aku berada pada titik ini dalam hidupku di mana aku BENAR BENAR TIDAK MEMBERI Jadi jika saya peduli tentang Andaâ¦,pada akhirnya aku berada pada titik ini dalam hidupku di mana aku benar benar tidak memberi jadi jika saya peduli tentang andaâ¦,pada akhirnya aku berada pada titik ini dalam hidupku di mana aku benar benar tidak memberi jadi jika saya peduli tentang andaâ¦,"['pada', 'akhirnya', 'aku', 'berada', 'pada', 'titik', 'ini', 'dalam', 'hidupku', 'di', 'mana', 'aku', 'benar', 'benar', 'tidak', 'memberi', 'jadi', 'jika', 'saya', 'peduli', 'tentang', 'andaâ¦']","['titik', 'hidupku', 'peduli', 'andaâ¦']",titik hidupku peduli andaâ¦,titik hidup peduli anda,-12.0,negatif,0
"Merasa beruntung bisa bekerja dengan 2 bintang muda yang bersinar di #Healthcare, dihormati oleh @Forbes #30Under30 hari ini ...â¦ https://t.co/dkqUolP2RV",Not Suicide post,Merasa beruntung bisa bekerja dengan bintang muda yang bersinar di dihormati oleh hari ini â¦,merasa beruntung bisa bekerja dengan bintang muda yang bersinar di dihormati oleh hari ini â¦,merasa beruntung bisa bekerja dengan bintang muda yang bersinar di dihormati oleh hari ini â¦,"['merasa', 'beruntung', 'bisa', 'bekerja', 'dengan', 'bintang', 'muda', 'yang', 'bersinar', 'di', 'dihormati', 'oleh', 'hari', 'ini', 'â¦']","['beruntung', 'bintang', 'muda', 'bersinar', 'dihormati', 'â¦']",beruntung bintang muda bersinar dihormati â¦,untung bintang muda sinar hormat ,-3.0,negatif,0
"@dink9966 Kehilangan 2 orang itu memang besar, tapi Anda harus menghadapinya.Saatnya memanggil Weber untuk PP &amp;Harga untuk mengambil beberapa NyQuil #habs",Not Suicide post,Kehilangan orang itu memang besar tapi Anda harus menghadapinya Saatnya memanggil Weber untuk PP amp Harga untuk mengambil beberapa NyQuil,kehilangan orang itu memang besar tapi anda harus menghadapinya saatnya memanggil weber untuk pp amp harga untuk mengambil beberapa nyquil,kehilangan orang itu memang besar tapi anda harus menghadapinya saatnya memanggil weber untuk pp amp harga untuk mengambil beberapa nyquil,"['kehilangan', 'orang', 'itu', 'memang', 'besar', 'tapi', 'anda', 'harus', 'menghadapinya', 'saatnya', 'memanggil', 'weber', 'untuk', 'pp', 'amp', 'harga', 'untuk', 'mengambil', 'beberapa', 'nyquil']","['kehilangan', 'orang', 'menghadapinya', 'memanggil', 'weber', 'pp', 'amp', 'harga', 'mengambil', 'nyquil']",kehilangan orang menghadapinya memanggil weber pp amp harga mengambil nyquil,hilang orang hadap panggil weber pp amp harga ambil nyquil,-7.0,negatif,0
Aku benci saat aku ingin mengasihani diri sendiri tapi pikiranku tidak mau membiarkanku menyukainya. Aku hanya ingin mengasihani diriku sendiri untuk... https://t.co/ekUgU72yA5,Potential Suicide post ,Aku benci saat aku ingin mengasihani diri sendiri tapi pikiranku tidak mau membiarkanku menyukainya Aku hanya ingin mengasihani diriku sendiri untuk,aku benci saat aku ingin mengasihani diri sendiri tapi pikiranku tidak mau membiarkanku menyukainya aku hanya ingin mengasihani diriku sendiri untuk,aku benci saat aku ingin mengasihani diri sendiri tapi pikiranku tidak mau membiarkanku menyukainya aku hanya ingin mengasihani diriku sendiri untuk,"['aku', 'benci', 'saat', 'aku', 'ingin', 'mengasihani', 'diri', 'sendiri', 'tapi', 'pikiranku', 'tidak', 'mau', 'membiarkanku', 'menyukainya', 'aku', 'hanya', 'ingin', 'mengasihani', 'diriku', 'sendiri', 'untuk']","['benci', 'mengasihani', 'pikiranku', 'membiarkanku', 'menyukainya', 'mengasihani', 'diriku']",benci mengasihani pikiranku membiarkanku menyukainya mengasihani diriku,benci kasihan pikir biar suka kasihan diri,-18.0,negatif,0
suka cara skype memudarkan musik kembali saat panggilan berakhir... saya sangat mudah terkesan,Not Suicide post,suka cara skype memudarkan musik kembali saat panggilan berakhir saya sangat mudah terkesan,suka cara skype memudarkan musik kembali saat panggilan berakhir saya sangat mudah terkesan,suka cara skype memudarkan musik kembali saat panggilan berakhir saya sangat mudah terkesan,"['suka', 'cara', 'skype', 'memudarkan', 'musik', 'kembali', 'saat', 'panggilan', 'berakhir', 'saya', 'sangat', 'mudah', 'terkesan']","['suka', 'skype', 'memudarkan', 'musik', 'panggilan', 'mudah', 'terkesan']",suka skype memudarkan musik panggilan mudah terkesan,suka skype pudar musik panggil mudah kes,-1.0,negatif,0
RT @virendersehwag: Selamat India mengalahkan Pakistan 3-1 di #AsiaCup2017 #INDvPAK .Terima kasih atas hadiah diwali sebelumnya @TheHock,Not Suicide post,Selamat India mengalahkan Pakistan di Terima kasih atas hadiah diwali sebelumnya,selamat india mengalahkan pakistan di terima kasih atas hadiah diwali sebelumnya,selamat india mengalahkan pakistan di terima kasih atas hadiah diwali sebelumnya,"['selamat', 'india', 'mengalahkan', 'pakistan', 'di', 'terima', 'kasih', 'atas', 'hadiah', 'diwali', 'sebelumnya']","['selamat', 'india', 'mengalahkan', 'pakistan', 'terima', 'kasih', 'hadiah', 'diwali']",selamat india mengalahkan pakistan terima kasih hadiah diwali,selamat india kalah pakistan terima kasih hadiah wali,-1.0,negatif,0
@nicharry Beritahu dia Simon &quot;yang dulunya dari Tuks FM&quot;mengatakan Hai,Not Suicide post,Beritahu dia Simon quot yang dulunya dari Tuks FM quot mengatakan Hai,beritahu dia simon quot yang dulunya dari tuks fm quot mengatakan hai,beritahu dia simon quot yang dulunya dari tuks fm quot mengatakan hai,"['beritahu', 'dia', 'simon', 'quot', 'yang', 'dulunya', 'dari', 'tuks', 'fm', 'quot', 'mengatakan', 'hai']","['beritahu', 'simon', 'quot', 'dulunya', 'tuks', 'fm', 'quot', 'hai']",beritahu simon quot dulunya tuks fm quot hai,beritahu simon quot dulunya tuks fm quot hai,3.0,positif,1
@ Richelle27 sialnya suatu hari nanti harus menjadikannya situs web yang layak dengan bantuan tiff,Not Suicide post,Richelle sialnya suatu hari nanti harus menjadikannya situs web yang layak dengan bantuan tiff,richelle sialnya suatu hari nanti harus menjadikannya situs web yang layak dengan bantuan tiff,richelle sialnya suatu hari nanti harus menjadikannya situs web yang layak dengan bantuan tiff,"['richelle', 'sialnya', 'suatu', 'hari', 'nanti', 'harus', 'menjadikannya', 'situs', 'web', 'yang', 'layak', 'dengan', 'bantuan', 'tiff']","['richelle', 'sialnya', 'menjadikannya', 'situs', 'web', 'layak', 'bantuan', 'tiff']",richelle sialnya menjadikannya situs web layak bantuan tiff,richelle sial jadi situs web layak bantu tiff,-16.0,negatif,0
Setidaknya hari ini tidak hujan,Not Suicide post,Setidaknya hari ini tidak hujan,setidaknya hari ini tidak hujan,setidaknya hari ini tidak hujan,"['setidaknya', 'hari', 'ini', 'tidak', 'hujan']",['hujan'],hujan,hujan,-2.0,negatif,0
pagiku dimulai dengan sangat buruk sehingga aku hanya ingin pulang dan tidur selamanya,Potential Suicide post ,pagiku dimulai dengan sangat buruk sehingga aku hanya ingin pulang dan tidur selamanya,pagiku dimulai dengan sangat buruk sehingga aku hanya ingin pulang dan tidur selamanya,pagiku dimulai dengan sangat buruk sehingga aku hanya ingin pulang dan tidur selamanya,"['pagiku', 'dimulai', 'dengan', 'sangat', 'buruk', 'sehingga', 'aku', 'hanya', 'ingin', 'pulang', 'dan', 'tidur', 'selamanya']","['pagiku', 'buruk', 'pulang', 'tidur']",pagiku buruk pulang tidur,pagi buruk pulang tidur,-11.0,negatif,0
"Menurutku, karena kurangnya bicaraku, itulah hal yang cukup bodoh ketika aku bertemu Harry.aku bertingkah keren dan… https://t.co/lpdqwGeI8J",Potential Suicide post ,Menurutku karena kurangnya bicaraku itulah hal yang cukup bodoh ketika aku bertemu Harry aku bertingkah keren dan…,menurutku karena kurangnya bicaraku itulah hal yang cukup bodoh ketika aku bertemu harry aku bertingkah keren dan…,menurutku karena kurangnya bicaraku itulah hal yang cukup bodoh ketika aku bertemu harry aku bertingkah keren dan…,"['menurutku', 'karena', 'kurangnya', 'bicaraku', 'itulah', 'hal', 'yang', 'cukup', 'bodoh', 'ketika', 'aku', 'bertemu', 'harry', 'aku', 'bertingkah', 'keren', 'dan…']","['menurutku', 'kurangnya', 'bicaraku', 'bodoh', 'bertemu', 'harry', 'bertingkah', 'keren', 'dan…']",menurutku kurangnya bicaraku bodoh bertemu harry bertingkah keren dan…,turut kurang bicara bodoh temu harry ting keren dan,-4.0,negatif,0
Membawa putranya untuk melepas kawat giginya pada hari besar dalam kehidupan remaja laki-laki!,Not Suicide post,Membawa putranya untuk melepas kawat giginya pada hari besar dalam kehidupan remaja laki laki,membawa putranya untuk melepas kawat giginya pada hari besar dalam kehidupan remaja laki laki,membawa putranya untuk melepas kawat giginya pada hari besar dalam kehidupan remaja laki laki,"['membawa', 'putranya', 'untuk', 'melepas', 'kawat', 'giginya', 'pada', 'hari', 'besar', 'dalam', 'kehidupan', 'remaja', 'laki', 'laki']","['membawa', 'putranya', 'melepas', 'kawat', 'giginya', 'kehidupan', 'remaja', 'laki', 'laki']",membawa putranya melepas kawat giginya kehidupan remaja laki laki,bawa putra lepas kawat gigi hidup remaja laki laki,-11.0,negatif,0
"@mattstevensloop terima kasih Matt, saya senang Anda menyukainya ... sejauh ini belum ada pertunjukan musik algoritmik yang direncanakan",Not Suicide post,terima kasih Matt saya senang Anda menyukainya sejauh ini belum ada pertunjukan musik algoritmik yang direncanakan,terima kasih matt saya senang anda menyukainya sejauh ini belum ada pertunjukan musik algoritmik yang direncanakan,terima kasih matt saya senang anda menyukainya sejauh ini belum ada pertunjukan musik algoritmik yang direncanakan,"['terima', 'kasih', 'matt', 'saya', 'senang', 'anda', 'menyukainya', 'sejauh', 'ini', 'belum', 'ada', 'pertunjukan', 'musik', 'algoritmik', 'yang', 'direncanakan']","['terima', 'kasih', 'matt', 'senang', 'menyukainya', 'pertunjukan', 'musik', 'algoritmik', 'direncanakan']",terima kasih matt senang menyukainya pertunjukan musik algoritmik direncanakan,terima kasih matt senang suka tunjuk musik algoritmik rencana,-6.0,negatif,0
"jadi jika pria yang pada akhirnya menghabiskan sisa hari-hariku bersamanya bukan dia, aku merasa aku akan membenci hidupku.",Potential Suicide post ,jadi jika pria yang pada akhirnya menghabiskan sisa hari hariku bersamanya bukan dia aku merasa aku akan membenci hidupku,jadi jika pria yang pada akhirnya menghabiskan sisa hari hariku bersamanya bukan dia aku merasa aku akan membenci hidupku,jadi jika pria yang pada akhirnya menghabiskan sisa hari hariku bersamanya bukan dia aku merasa aku akan membenci hidupku,"['jadi', 'jika', 'pria', 'yang', 'pada', 'akhirnya', 'menghabiskan', 'sisa', 'hari', 'hariku', 'bersamanya', 'bukan', 'dia', 'aku', 'merasa', 'aku', 'akan', 'membenci', 'hidupku']","['pria', 'menghabiskan', 'sisa', 'hariku', 'bersamanya', 'membenci', 'hidupku']",pria menghabiskan sisa hariku bersamanya membenci hidupku,pria habis sisa hari sama benci hidup,-13.0,negatif,0
Aku sangat membenci orang tuaku Aku ingin bunuh diri untuk membenci mereka terutama ayahku Aku hampir tidak ingin punya anak karena aku tidak ingin ayahku menjadi seorang kakek sama seperti dia tidak ingin aku punya pacar atau teman saat aku besar nanti Aku rasa aku bahkan tidak akan menghadiri pemakamannya jika dia meninggal Aku membencimu dari lubuk hatiku yang terdalam kamu hanya memilikiku untuk merantai ibuku yang kamu benci dan abaikan berteriak padaku sejak aku masih kecil dan sekarang aku membencimu selamanya kebencian ini membunuhSaya,Potential Suicide post ,Aku sangat membenci orang tuaku Aku ingin bunuh diri untuk membenci mereka terutama ayahku Aku hampir tidak ingin punya anak karena aku tidak ingin ayahku menjadi seorang kakek sama seperti dia tidak ingin aku punya pacar atau teman saat aku besar nanti Aku rasa aku bahkan tidak akan menghadiri pemakamannya jika dia meninggal Aku membencimu dari lubuk hatiku yang terdalam kamu hanya memilikiku untuk merantai ibuku yang kamu benci dan abaikan berteriak padaku sejak aku masih kecil dan sekarang aku membencimu selamanya kebencian ini membunuhSaya,aku sangat membenci orang tuaku aku ingin bunuh diri untuk membenci mereka terutama ayahku aku hampir tidak ingin punya anak karena aku tidak ingin ayahku menjadi seorang kakek sama seperti dia tidak ingin aku punya pacar atau teman saat aku besar nanti aku rasa aku bahkan tidak akan menghadiri pemakamannya jika dia meninggal aku membencimu dari lubuk hatiku yang terdalam kamu hanya memilikiku untuk merantai ibuku yang kamu benci dan abaikan berteriak padaku sejak aku masih kecil dan sekarang aku membencimu selamanya kebencian ini membunuhsaya,aku sangat membenci orang tuaku aku ingin bunuh diri untuk membenci mereka terutama ayahku aku hampir tidak ingin punya anak karena aku tidak ingin ayahku menjadi seorang kakek sama seperti dia tidak ingin aku punya pacar atau teman saat aku besar nanti aku rasa aku bahkan tidak akan menghadiri pemakamannya jika dia meninggal aku membencimu dari lubuk hatiku yang terdalam kamu hanya memilikiku untuk merantai ibuku yang kamu benci dan abaikan berteriak padaku sejak aku masih kecil dan sekarang aku membencimu selamanya kebencian ini membunuhsaya,"['aku', 'sangat', 'membenci', 'orang', 'tuaku', 'aku', 'ingin', 'bunuh', 'diri', 'untuk', 'membenci', 'mereka', 'terutama', 'ayahku', 'aku', 'hampir', 'tidak', 'ingin', 'punya', 'anak', 'karena', 'aku', 'tidak', 'ingin', 'ayahku', 'menjadi', 'seorang', 'kakek', 'sama', 'seperti', 'dia', 'tidak', 'ingin', 'aku', 'punya', 'pacar', 'atau', 'teman', 'saat', 'aku', 'besar', 'nanti', 'aku', 'rasa', 'aku', 'bahkan', 'tidak', 'akan', 'menghadiri', 'pemakamannya', 'jika', 'dia', 'meninggal', 'aku', 'membencimu', 'dari', 'lubuk', 'hatiku', 'yang', 'terdalam', 'kamu', 'hanya', 'memilikiku', 'untuk', 'merantai', 'ibuku', 'yang', 'kamu', 'benci', 'dan', 'abaikan', 'berteriak', 'padaku', 'sejak', 'aku', 'masih', 'kecil', 'dan', 'sekarang', 'aku', 'membencimu', 'selamanya', 'kebencian', 'ini', 'membunuhsaya']","['membenci', 'orang', 'tuaku', 'bunuh', 'membenci', 'ayahku', 'anak', 'ayahku', 'kakek', 'pacar', 'teman', 'menghadiri', 'pemakamannya', 'meninggal', 'membencimu', 'lubuk', 'hatiku', 'terdalam', 'memilikiku', 'merantai', 'ibuku', 'benci', 'abaikan', 'berteriak', 'padaku', 'membencimu', 'kebencian', 'membunuhsaya']",membenci orang tuaku bunuh membenci ayahku anak ayahku kakek pacar teman menghadiri pemakamannya meninggal membencimu lubuk hatiku terdalam memilikiku merantai ibuku benci abaikan berteriak padaku membencimu kebencian membunuhsaya,benci orang tua bunuh benci ayah anak ayah kakek pacar teman hadir makam tinggal benci lubuk hati dalam milik rantai ibu benci abai teriak pada benci benci membunuhsaya,-60.0,negatif,0
